classlabel	activity	subject	feature	measurement
2	WALKING_UPSTAIRS	28	TimeBodyAccelerometerJerkMagnitudeMean	-0.388086248235294
2	WALKING_UPSTAIRS	29	TimeBodyAccelerometerJerkMagnitudeMean	-0.344324833061225
2	WALKING_UPSTAIRS	30	TimeBodyAccelerometerJerkMagnitudeMean	-0.596600099538461
2	WALKING_UPSTAIRS	2	TimeBodyAccelerometerJerkMagnitudeMean	-0.321268911041667
2	WALKING_UPSTAIRS	4	TimeBodyAccelerometerJerkMagnitudeMean	-0.400922254807692
2	WALKING_UPSTAIRS	9	TimeBodyAccelerometerJerkMagnitudeMean	-0.440667540204082
2	WALKING_UPSTAIRS	10	TimeBodyAccelerometerJerkMagnitudeMean	-0.262038042446809
2	WALKING_UPSTAIRS	12	TimeBodyAccelerometerJerkMagnitudeMean	-0.432469300961539
2	WALKING_UPSTAIRS	13	TimeBodyAccelerometerJerkMagnitudeMean	-0.456190454
2	WALKING_UPSTAIRS	18	TimeBodyAccelerometerJerkMagnitudeMean	-0.601463948275862
2	WALKING_UPSTAIRS	20	TimeBodyAccelerometerJerkMagnitudeMean	-0.255611242098039
2	WALKING_UPSTAIRS	24	TimeBodyAccelerometerJerkMagnitudeMean	-0.488487620508475
3	WALKING_DOWNSTAIRS	1	TimeBodyAccelerometerJerkMagnitudeMean	-0.0894474807979592
3	WALKING_DOWNSTAIRS	3	TimeBodyAccelerometerJerkMagnitudeMean	-0.205239246653061
3	WALKING_DOWNSTAIRS	5	TimeBodyAccelerometerJerkMagnitudeMean	-0.0637528559361702
3	WALKING_DOWNSTAIRS	6	TimeBodyAccelerometerJerkMagnitudeMean	0.10384507225
3	WALKING_DOWNSTAIRS	7	TimeBodyAccelerometerJerkMagnitudeMean	-0.170319619372979
3	WALKING_DOWNSTAIRS	8	TimeBodyAccelerometerJerkMagnitudeMean	0.262628490268421
3	WALKING_DOWNSTAIRS	11	TimeBodyAccelerometerJerkMagnitudeMean	-0.198206139934783
3	WALKING_DOWNSTAIRS	14	TimeBodyAccelerometerJerkMagnitudeMean	0.0353601375466667
3	WALKING_DOWNSTAIRS	15	TimeBodyAccelerometerJerkMagnitudeMean	-0.0372666071540476
3	WALKING_DOWNSTAIRS	16	TimeBodyAccelerometerJerkMagnitudeMean	-0.165908810808511
3	WALKING_DOWNSTAIRS	17	TimeBodyAccelerometerJerkMagnitudeMean	-0.221631694184783
3	WALKING_DOWNSTAIRS	19	TimeBodyAccelerometerJerkMagnitudeMean	0.434490400974359
3	WALKING_DOWNSTAIRS	21	TimeBodyAccelerometerJerkMagnitudeMean	-0.0802241799933333
3	WALKING_DOWNSTAIRS	22	TimeBodyAccelerometerJerkMagnitudeMean	-0.0179784626888889
3	WALKING_DOWNSTAIRS	23	TimeBodyAccelerometerJerkMagnitudeMean	0.112982475627778
3	WALKING_DOWNSTAIRS	25	TimeBodyAccelerometerJerkMagnitudeMean	-0.50048333137931
3	WALKING_DOWNSTAIRS	26	TimeBodyAccelerometerJerkMagnitudeMean	-0.1488562664
3	WALKING_DOWNSTAIRS	27	TimeBodyAccelerometerJerkMagnitudeMean	-0.115421210625
3	WALKING_DOWNSTAIRS	28	TimeBodyAccelerometerJerkMagnitudeMean	-0.0707560279130434
3	WALKING_DOWNSTAIRS	29	TimeBodyAccelerometerJerkMagnitudeMean	-0.138637624454167
3	WALKING_DOWNSTAIRS	30	TimeBodyAccelerometerJerkMagnitudeMean	-0.293738801622581
3	WALKING_DOWNSTAIRS	2	TimeBodyAccelerometerJerkMagnitudeMean	0.00565516335106383
3	WALKING_DOWNSTAIRS	4	TimeBodyAccelerometerJerkMagnitudeMean	-0.228851413747333
3	WALKING_DOWNSTAIRS	9	TimeBodyAccelerometerJerkMagnitudeMean	-0.162376089276191
3	WALKING_DOWNSTAIRS	10	TimeBodyAccelerometerJerkMagnitudeMean	0.0507010228431579
3	WALKING_DOWNSTAIRS	12	TimeBodyAccelerometerJerkMagnitudeMean	-0.107091019565217
3	WALKING_DOWNSTAIRS	13	TimeBodyAccelerometerJerkMagnitudeMean	-0.127926051502128
3	WALKING_DOWNSTAIRS	18	TimeBodyAccelerometerJerkMagnitudeMean	-0.466516044
3	WALKING_DOWNSTAIRS	20	TimeBodyAccelerometerJerkMagnitudeMean	-0.0612699838466667
3	WALKING_DOWNSTAIRS	24	TimeBodyAccelerometerJerkMagnitudeMean	-0.263106944836364
4	SITTING	1	TimeBodyAccelerometerJerkMagnitudeMean	-0.987364195531915
4	SITTING	3	TimeBodyAccelerometerJerkMagnitudeMean	-0.969080752884615
4	SITTING	5	TimeBodyAccelerometerJerkMagnitudeMean	-0.969320155681818
4	SITTING	6	TimeBodyAccelerometerJerkMagnitudeMean	-0.962733502
4	SITTING	7	TimeBodyAccelerometerJerkMagnitudeMean	-0.976559676458333
4	SITTING	8	TimeBodyAccelerometerJerkMagnitudeMean	-0.986061512173913
4	SITTING	11	TimeBodyAccelerometerJerkMagnitudeMean	-0.97935563509434
4	SITTING	14	TimeBodyAccelerometerJerkMagnitudeMean	-0.976521006111111
4	SITTING	15	TimeBodyAccelerometerJerkMagnitudeMean	-0.986107839152542
4	SITTING	16	TimeBodyAccelerometerJerkMagnitudeMean	-0.987472699130435
4	SITTING	17	TimeBodyAccelerometerJerkMagnitudeMean	-0.99281471515625
4	SITTING	19	TimeBodyAccelerometerJerkMagnitudeMean	-0.986423976027397
4	SITTING	21	TimeBodyAccelerometerJerkMagnitudeMean	-0.985947225176471
4	SITTING	22	TimeBodyAccelerometerJerkMagnitudeMean	-0.979303714032258
4	SITTING	23	TimeBodyAccelerometerJerkMagnitudeMean	-0.982375503382353
4	SITTING	25	TimeBodyAccelerometerJerkMagnitudeMean	-0.989545142461538
4	SITTING	26	TimeBodyAccelerometerJerkMagnitudeMean	-0.990898435769231
4	SITTING	27	TimeBodyAccelerometerJerkMagnitudeMean	-0.989467178285714
4	SITTING	28	TimeBodyAccelerometerJerkMagnitudeMean	-0.973274366805556
4	SITTING	29	TimeBodyAccelerometerJerkMagnitudeMean	-0.990719807666667
4	SITTING	30	TimeBodyAccelerometerJerkMagnitudeMean	-0.987799055645161
4	SITTING	2	TimeBodyAccelerometerJerkMagnitudeMean	-0.986774713043478
4	SITTING	4	TimeBodyAccelerometerJerkMagnitudeMean	-0.9701322836
4	SITTING	9	TimeBodyAccelerometerJerkMagnitudeMean	-0.964383757
4	SITTING	10	TimeBodyAccelerometerJerkMagnitudeMean	-0.988054237592593
4	SITTING	12	TimeBodyAccelerometerJerkMagnitudeMean	-0.974734489803921
4	SITTING	13	TimeBodyAccelerometerJerkMagnitudeMean	-0.989497838979592
4	SITTING	18	TimeBodyAccelerometerJerkMagnitudeMean	-0.989869574561404
4	SITTING	20	TimeBodyAccelerometerJerkMagnitudeMean	-0.978774578333334
4	SITTING	24	TimeBodyAccelerometerJerkMagnitudeMean	-0.985555822352941
5	STANDING	1	TimeBodyAccelerometerJerkMagnitudeMean	-0.992367790566038
5	STANDING	3	TimeBodyAccelerometerJerkMagnitudeMean	-0.959303840327869
5	STANDING	5	TimeBodyAccelerometerJerkMagnitudeMean	-0.956863566071428
5	STANDING	6	TimeBodyAccelerometerJerkMagnitudeMean	-0.967102436140351
5	STANDING	7	TimeBodyAccelerometerJerkMagnitudeMean	-0.973381306226415
5	STANDING	8	TimeBodyAccelerometerJerkMagnitudeMean	-0.984920797777778
5	STANDING	11	TimeBodyAccelerometerJerkMagnitudeMean	-0.989242377234043
5	STANDING	14	TimeBodyAccelerometerJerkMagnitudeMean	-0.972965788166667
5	STANDING	15	TimeBodyAccelerometerJerkMagnitudeMean	-0.981495125660377
5	STANDING	16	TimeBodyAccelerometerJerkMagnitudeMean	-0.989205231794872
5	STANDING	17	TimeBodyAccelerometerJerkMagnitudeMean	-0.991742753589743
5	STANDING	19	TimeBodyAccelerometerJerkMagnitudeMean	-0.983068923561644
5	STANDING	21	TimeBodyAccelerometerJerkMagnitudeMean	-0.974765161910113
5	STANDING	22	TimeBodyAccelerometerJerkMagnitudeMean	-0.975876006507936
5	STANDING	23	TimeBodyAccelerometerJerkMagnitudeMean	-0.978671485441176
5	STANDING	25	TimeBodyAccelerometerJerkMagnitudeMean	-0.984647071216216
5	STANDING	26	TimeBodyAccelerometerJerkMagnitudeMean	-0.986985213648649
5	STANDING	27	TimeBodyAccelerometerJerkMagnitudeMean	-0.985347620125
5	STANDING	28	TimeBodyAccelerometerJerkMagnitudeMean	-0.959551987468355
5	STANDING	29	TimeBodyAccelerometerJerkMagnitudeMean	-0.990785419538462
5	STANDING	30	TimeBodyAccelerometerJerkMagnitudeMean	-0.971225190169491
5	STANDING	2	TimeBodyAccelerometerJerkMagnitudeMean	-0.980489077407407
5	STANDING	4	TimeBodyAccelerometerJerkMagnitudeMean	-0.963370738392858
5	STANDING	9	TimeBodyAccelerometerJerkMagnitudeMean	-0.969524578888889
5	STANDING	10	TimeBodyAccelerometerJerkMagnitudeMean	-0.965163818409091
5	STANDING	12	TimeBodyAccelerometerJerkMagnitudeMean	-0.968790683278689
5	STANDING	13	TimeBodyAccelerometerJerkMagnitudeMean	-0.98680002754386
5	STANDING	18	TimeBodyAccelerometerJerkMagnitudeMean	-0.98596529369863
5	STANDING	20	TimeBodyAccelerometerJerkMagnitudeMean	-0.956624899041096
5	STANDING	24	TimeBodyAccelerometerJerkMagnitudeMean	-0.977620953913043
6	LAYING	1	TimeBodyAccelerometerJerkMagnitudeMean	-0.9543962646
6	LAYING	3	TimeBodyAccelerometerJerkMagnitudeMean	-0.979484593387097
6	LAYING	5	TimeBodyAccelerometerJerkMagnitudeMean	-0.980141253846154
6	LAYING	6	TimeBodyAccelerometerJerkMagnitudeMean	-0.95475050491228
6	LAYING	7	TimeBodyAccelerometerJerkMagnitudeMean	-0.980127239615385
6	LAYING	8	TimeBodyAccelerometerJerkMagnitudeMean	-0.97314748962963
6	LAYING	11	TimeBodyAccelerometerJerkMagnitudeMean	-0.983330628421052
6	LAYING	14	TimeBodyAccelerometerJerkMagnitudeMean	-0.972576392941176
6	LAYING	15	TimeBodyAccelerometerJerkMagnitudeMean	-0.979890228194444
6	LAYING	16	TimeBodyAccelerometerJerkMagnitudeMean	-0.988349656571428
6	LAYING	17	TimeBodyAccelerometerJerkMagnitudeMean	-0.981607627887324
6	LAYING	19	TimeBodyAccelerometerJerkMagnitudeMean	-0.98478434
6	LAYING	21	TimeBodyAccelerometerJerkMagnitudeMean	-0.982800330555555
6	LAYING	22	TimeBodyAccelerometerJerkMagnitudeMean	-0.971169779305555
6	LAYING	23	TimeBodyAccelerometerJerkMagnitudeMean	-0.987010197361111
6	LAYING	25	TimeBodyAccelerometerJerkMagnitudeMean	-0.962161355890411
6	LAYING	26	TimeBodyAccelerometerJerkMagnitudeMean	-0.989970604210526
6	LAYING	27	TimeBodyAccelerometerJerkMagnitudeMean	-0.988372773648649
6	LAYING	28	TimeBodyAccelerometerJerkMagnitudeMean	-0.978455341875
6	LAYING	29	TimeBodyAccelerometerJerkMagnitudeMean	-0.992725367826087
6	LAYING	30	TimeBodyAccelerometerJerkMagnitudeMean	-0.97923282
6	LAYING	2	TimeBodyAccelerometerJerkMagnitudeMean	-0.987741696041667
6	LAYING	4	TimeBodyAccelerometerJerkMagnitudeMean	-0.970095771666666
6	LAYING	9	TimeBodyAccelerometerJerkMagnitudeMean	-0.9633745492
6	LAYING	10	TimeBodyAccelerometerJerkMagnitudeMean	-0.976234435172414
6	LAYING	12	TimeBodyAccelerometerJerkMagnitudeMean	-0.969843834166667
6	LAYING	13	TimeBodyAccelerometerJerkMagnitudeMean	-0.985467853870968
6	LAYING	18	TimeBodyAccelerometerJerkMagnitudeMean	-0.98832154
6	LAYING	20	TimeBodyAccelerometerJerkMagnitudeMean	-0.98467007382353
6	LAYING	24	TimeBodyAccelerometerJerkMagnitudeMean	-0.985529270555556
1	WALKING	1	TimeBodyAccelerometerJerkMagnitudeSTD	-0.0744717500625263
1	WALKING	3	TimeBodyAccelerometerJerkMagnitudeSTD	-0.139916355325862
1	WALKING	5	TimeBodyAccelerometerJerkMagnitudeSTD	-0.282242276785714
1	WALKING	6	TimeBodyAccelerometerJerkMagnitudeSTD	-0.0706029648421052
1	WALKING	7	TimeBodyAccelerometerJerkMagnitudeSTD	-0.027557329277193
1	WALKING	8	TimeBodyAccelerometerJerkMagnitudeSTD	-0.184571053979167
1	WALKING	11	TimeBodyAccelerometerJerkMagnitudeSTD	-0.403141284745763
1	WALKING	14	TimeBodyAccelerometerJerkMagnitudeSTD	-0.439746918474576
1	WALKING	15	TimeBodyAccelerometerJerkMagnitudeSTD	-0.310071425166667
1	WALKING	16	TimeBodyAccelerometerJerkMagnitudeSTD	-0.403386563921569
1	WALKING	17	TimeBodyAccelerometerJerkMagnitudeSTD	-0.275672786229508
1	WALKING	19	TimeBodyAccelerometerJerkMagnitudeSTD	0.0356558788076923
1	WALKING	21	TimeBodyAccelerometerJerkMagnitudeSTD	-0.0838487968942308
1	WALKING	22	TimeBodyAccelerometerJerkMagnitudeSTD	0.111532924945652
1	WALKING	23	TimeBodyAccelerometerJerkMagnitudeSTD	-0.0268194363050847
1	WALKING	25	TimeBodyAccelerometerJerkMagnitudeSTD	-0.542870062567568
1	WALKING	26	TimeBodyAccelerometerJerkMagnitudeSTD	-0.279350754237288
1	WALKING	27	TimeBodyAccelerometerJerkMagnitudeSTD	-0.266138940350877
1	WALKING	28	TimeBodyAccelerometerJerkMagnitudeSTD	-0.390449724259259
1	WALKING	29	TimeBodyAccelerometerJerkMagnitudeSTD	-0.133036273622641
1	WALKING	30	TimeBodyAccelerometerJerkMagnitudeSTD	-0.353751020923077
1	WALKING	2	TimeBodyAccelerometerJerkMagnitudeSTD	-0.164150985127119
1	WALKING	4	TimeBodyAccelerometerJerkMagnitudeSTD	-0.316918956
1	WALKING	9	TimeBodyAccelerometerJerkMagnitudeSTD	-0.317113487115385
1	WALKING	10	TimeBodyAccelerometerJerkMagnitudeSTD	0.037608338009434
1	WALKING	12	TimeBodyAccelerometerJerkMagnitudeSTD	-0.02028505044
1	WALKING	13	TimeBodyAccelerometerJerkMagnitudeSTD	-0.131788528797719
1	WALKING	18	TimeBodyAccelerometerJerkMagnitudeSTD	-0.42541866125
1	WALKING	20	TimeBodyAccelerometerJerkMagnitudeSTD	0.0210765716843137
1	WALKING	24	TimeBodyAccelerometerJerkMagnitudeSTD	-0.409824562586207
2	WALKING_UPSTAIRS	1	TimeBodyAccelerometerJerkMagnitudeSTD	-0.478991622075472
2	WALKING_UPSTAIRS	3	TimeBodyAccelerometerJerkMagnitudeSTD	-0.439020591694915
2	WALKING_UPSTAIRS	5	TimeBodyAccelerometerJerkMagnitudeSTD	-0.310186545957447
2	WALKING_UPSTAIRS	6	TimeBodyAccelerometerJerkMagnitudeSTD	-0.169970363039216
2	WALKING_UPSTAIRS	7	TimeBodyAccelerometerJerkMagnitudeSTD	-0.471265710980392
2	WALKING_UPSTAIRS	8	TimeBodyAccelerometerJerkMagnitudeSTD	-0.228296364146341
2	WALKING_UPSTAIRS	11	TimeBodyAccelerometerJerkMagnitudeSTD	-0.490485807222222
2	WALKING_UPSTAIRS	14	TimeBodyAccelerometerJerkMagnitudeSTD	-0.337086266574074
2	WALKING_UPSTAIRS	15	TimeBodyAccelerometerJerkMagnitudeSTD	-0.313363553125
2	WALKING_UPSTAIRS	16	TimeBodyAccelerometerJerkMagnitudeSTD	-0.493067129607843
2	WALKING_UPSTAIRS	17	TimeBodyAccelerometerJerkMagnitudeSTD	-0.390912450416667
2	WALKING_UPSTAIRS	19	TimeBodyAccelerometerJerkMagnitudeSTD	-0.284060693125
2	WALKING_UPSTAIRS	21	TimeBodyAccelerometerJerkMagnitudeSTD	-0.404183875893617
2	WALKING_UPSTAIRS	22	TimeBodyAccelerometerJerkMagnitudeSTD	-0.0876501605595238
2	WALKING_UPSTAIRS	23	TimeBodyAccelerometerJerkMagnitudeSTD	-0.362708849411765
2	WALKING_UPSTAIRS	25	TimeBodyAccelerometerJerkMagnitudeSTD	-0.674513059846154
2	WALKING_UPSTAIRS	26	TimeBodyAccelerometerJerkMagnitudeSTD	-0.334531344727273
2	WALKING_UPSTAIRS	27	TimeBodyAccelerometerJerkMagnitudeSTD	-0.464610567058824
2	WALKING_UPSTAIRS	28	TimeBodyAccelerometerJerkMagnitudeSTD	-0.325362338235294
2	WALKING_UPSTAIRS	29	TimeBodyAccelerometerJerkMagnitudeSTD	-0.254485176020408
2	WALKING_UPSTAIRS	30	TimeBodyAccelerometerJerkMagnitudeSTD	-0.561837706461538
2	WALKING_UPSTAIRS	2	TimeBodyAccelerometerJerkMagnitudeSTD	-0.21738939458125
2	WALKING_UPSTAIRS	4	TimeBodyAccelerometerJerkMagnitudeSTD	-0.437261477884615
2	WALKING_UPSTAIRS	9	TimeBodyAccelerometerJerkMagnitudeSTD	-0.445485397959184
2	WALKING_UPSTAIRS	10	TimeBodyAccelerometerJerkMagnitudeSTD	-0.226010197889362
2	WALKING_UPSTAIRS	12	TimeBodyAccelerometerJerkMagnitudeSTD	-0.329827968269231
2	WALKING_UPSTAIRS	13	TimeBodyAccelerometerJerkMagnitudeSTD	-0.451225931090909
2	WALKING_UPSTAIRS	18	TimeBodyAccelerometerJerkMagnitudeSTD	-0.579330320344828
2	WALKING_UPSTAIRS	20	TimeBodyAccelerometerJerkMagnitudeSTD	-0.239444370019608
2	WALKING_UPSTAIRS	24	TimeBodyAccelerometerJerkMagnitudeSTD	-0.441068689830509
3	WALKING_DOWNSTAIRS	1	TimeBodyAccelerometerJerkMagnitudeSTD	-0.0257877197081633
3	WALKING_DOWNSTAIRS	3	TimeBodyAccelerometerJerkMagnitudeSTD	-0.0926324494530612
3	WALKING_DOWNSTAIRS	5	TimeBodyAccelerometerJerkMagnitudeSTD	-0.0292570509829787
3	WALKING_DOWNSTAIRS	6	TimeBodyAccelerometerJerkMagnitudeSTD	0.209502174375
3	WALKING_DOWNSTAIRS	7	TimeBodyAccelerometerJerkMagnitudeSTD	0.0901836280510638
3	WALKING_DOWNSTAIRS	8	TimeBodyAccelerometerJerkMagnitudeSTD	0.2534082561
3	WALKING_DOWNSTAIRS	11	TimeBodyAccelerometerJerkMagnitudeSTD	-0.127017223413043
3	WALKING_DOWNSTAIRS	14	TimeBodyAccelerometerJerkMagnitudeSTD	0.194708838913556
3	WALKING_DOWNSTAIRS	15	TimeBodyAccelerometerJerkMagnitudeSTD	0.159631710516667
3	WALKING_DOWNSTAIRS	16	TimeBodyAccelerometerJerkMagnitudeSTD	-0.0783498875595745
3	WALKING_DOWNSTAIRS	17	TimeBodyAccelerometerJerkMagnitudeSTD	-0.206576683876087
3	WALKING_DOWNSTAIRS	19	TimeBodyAccelerometerJerkMagnitudeSTD	0.450612065720513
3	WALKING_DOWNSTAIRS	21	TimeBodyAccelerometerJerkMagnitudeSTD	0.0952339404955556
3	WALKING_DOWNSTAIRS	22	TimeBodyAccelerometerJerkMagnitudeSTD	-0.0337640982530556
3	WALKING_DOWNSTAIRS	23	TimeBodyAccelerometerJerkMagnitudeSTD	0.292087200087037
3	WALKING_DOWNSTAIRS	25	TimeBodyAccelerometerJerkMagnitudeSTD	-0.482976929827586
3	WALKING_DOWNSTAIRS	26	TimeBodyAccelerometerJerkMagnitudeSTD	-0.111303956316
3	WALKING_DOWNSTAIRS	27	TimeBodyAccelerometerJerkMagnitudeSTD	-0.0386367422818182
3	WALKING_DOWNSTAIRS	28	TimeBodyAccelerometerJerkMagnitudeSTD	-0.0418872609934783
3	WALKING_DOWNSTAIRS	29	TimeBodyAccelerometerJerkMagnitudeSTD	-0.0307693372041667
3	WALKING_DOWNSTAIRS	30	TimeBodyAccelerometerJerkMagnitudeSTD	-0.125283184512903
3	WALKING_DOWNSTAIRS	2	TimeBodyAccelerometerJerkMagnitudeSTD	0.22961718512766
3	WALKING_DOWNSTAIRS	4	TimeBodyAccelerometerJerkMagnitudeSTD	-0.216858921977778
3	WALKING_DOWNSTAIRS	9	TimeBodyAccelerometerJerkMagnitudeSTD	0.0399078185523809
3	WALKING_DOWNSTAIRS	10	TimeBodyAccelerometerJerkMagnitudeSTD	0.110877231263158
3	WALKING_DOWNSTAIRS	12	TimeBodyAccelerometerJerkMagnitudeSTD	0.0655781271934783
3	WALKING_DOWNSTAIRS	13	TimeBodyAccelerometerJerkMagnitudeSTD	-0.0433959844
3	WALKING_DOWNSTAIRS	18	TimeBodyAccelerometerJerkMagnitudeSTD	-0.3825173332
3	WALKING_DOWNSTAIRS	20	TimeBodyAccelerometerJerkMagnitudeSTD	0.0467185842571111
3	WALKING_DOWNSTAIRS	24	TimeBodyAccelerometerJerkMagnitudeSTD	-0.143501970018182
4	SITTING	1	TimeBodyAccelerometerJerkMagnitudeSTD	-0.984120024042553
4	SITTING	3	TimeBodyAccelerometerJerkMagnitudeSTD	-0.966550084230769
4	SITTING	5	TimeBodyAccelerometerJerkMagnitudeSTD	-0.965757731590909
4	SITTING	6	TimeBodyAccelerometerJerkMagnitudeSTD	-0.948181827818181
4	SITTING	7	TimeBodyAccelerometerJerkMagnitudeSTD	-0.970243274166666
4	SITTING	8	TimeBodyAccelerometerJerkMagnitudeSTD	-0.980667377391304
4	SITTING	11	TimeBodyAccelerometerJerkMagnitudeSTD	-0.974511726792453
4	SITTING	14	TimeBodyAccelerometerJerkMagnitudeSTD	-0.973343388888889
4	SITTING	15	TimeBodyAccelerometerJerkMagnitudeSTD	-0.984639018474576
4	SITTING	16	TimeBodyAccelerometerJerkMagnitudeSTD	-0.983615334057971
4	SITTING	17	TimeBodyAccelerometerJerkMagnitudeSTD	-0.99144649921875
4	SITTING	19	TimeBodyAccelerometerJerkMagnitudeSTD	-0.984205184931507
4	SITTING	21	TimeBodyAccelerometerJerkMagnitudeSTD	-0.986520865058824
4	SITTING	22	TimeBodyAccelerometerJerkMagnitudeSTD	-0.968576776774194
4	SITTING	23	TimeBodyAccelerometerJerkMagnitudeSTD	-0.973668776323529
4	SITTING	25	TimeBodyAccelerometerJerkMagnitudeSTD	-0.988311804923077
4	SITTING	26	TimeBodyAccelerometerJerkMagnitudeSTD	-0.989986111666667
4	SITTING	27	TimeBodyAccelerometerJerkMagnitudeSTD	-0.989200539571429
4	SITTING	28	TimeBodyAccelerometerJerkMagnitudeSTD	-0.970301646111111
4	SITTING	29	TimeBodyAccelerometerJerkMagnitudeSTD	-0.990531729333333
4	SITTING	30	TimeBodyAccelerometerJerkMagnitudeSTD	-0.98605764
4	SITTING	2	TimeBodyAccelerometerJerkMagnitudeSTD	-0.984475868043478
4	SITTING	4	TimeBodyAccelerometerJerkMagnitudeSTD	-0.9625491104
4	SITTING	9	TimeBodyAccelerometerJerkMagnitudeSTD	-0.9517802432
4	SITTING	10	TimeBodyAccelerometerJerkMagnitudeSTD	-0.985209856296296
4	SITTING	12	TimeBodyAccelerometerJerkMagnitudeSTD	-0.972745892745098
4	SITTING	13	TimeBodyAccelerometerJerkMagnitudeSTD	-0.988813098163265
4	SITTING	18	TimeBodyAccelerometerJerkMagnitudeSTD	-0.991159350526315
4	SITTING	20	TimeBodyAccelerometerJerkMagnitudeSTD	-0.972537871515152
4	SITTING	24	TimeBodyAccelerometerJerkMagnitudeSTD	-0.985418456176471
5	STANDING	1	TimeBodyAccelerometerJerkMagnitudeSTD	-0.993096209433962
5	STANDING	3	TimeBodyAccelerometerJerkMagnitudeSTD	-0.948770043278689
5	STANDING	5	TimeBodyAccelerometerJerkMagnitudeSTD	-0.942962047678572
5	STANDING	6	TimeBodyAccelerometerJerkMagnitudeSTD	-0.956099145964912
5	STANDING	7	TimeBodyAccelerometerJerkMagnitudeSTD	-0.968566356037736
5	STANDING	8	TimeBodyAccelerometerJerkMagnitudeSTD	-0.979932239074074
5	STANDING	11	TimeBodyAccelerometerJerkMagnitudeSTD	-0.988853960638298
5	STANDING	14	TimeBodyAccelerometerJerkMagnitudeSTD	-0.970437182833333
5	STANDING	15	TimeBodyAccelerometerJerkMagnitudeSTD	-0.979994800566038
5	STANDING	16	TimeBodyAccelerometerJerkMagnitudeSTD	-0.986761550641026
5	STANDING	17	TimeBodyAccelerometerJerkMagnitudeSTD	-0.990363248205128
5	STANDING	19	TimeBodyAccelerometerJerkMagnitudeSTD	-0.979640838082192
5	STANDING	21	TimeBodyAccelerometerJerkMagnitudeSTD	-0.97160651494382
5	STANDING	22	TimeBodyAccelerometerJerkMagnitudeSTD	-0.958825095396825
5	STANDING	23	TimeBodyAccelerometerJerkMagnitudeSTD	-0.974811528235294
5	STANDING	25	TimeBodyAccelerometerJerkMagnitudeSTD	-0.982637080945946
5	STANDING	26	TimeBodyAccelerometerJerkMagnitudeSTD	-0.982626252972973
5	STANDING	27	TimeBodyAccelerometerJerkMagnitudeSTD	-0.98415908975
5	STANDING	28	TimeBodyAccelerometerJerkMagnitudeSTD	-0.954068391518987
5	STANDING	29	TimeBodyAccelerometerJerkMagnitudeSTD	-0.990495689538461
5	STANDING	30	TimeBodyAccelerometerJerkMagnitudeSTD	-0.950762271186441
5	STANDING	2	TimeBodyAccelerometerJerkMagnitudeSTD	-0.976675280185185
5	STANDING	4	TimeBodyAccelerometerJerkMagnitudeSTD	-0.958159482142857
5	STANDING	9	TimeBodyAccelerometerJerkMagnitudeSTD	-0.963764177777778
5	STANDING	10	TimeBodyAccelerometerJerkMagnitudeSTD	-0.952058214545455
5	STANDING	12	TimeBodyAccelerometerJerkMagnitudeSTD	-0.962678857213115
5	STANDING	13	TimeBodyAccelerometerJerkMagnitudeSTD	-0.981865616666666
5	STANDING	18	TimeBodyAccelerometerJerkMagnitudeSTD	-0.986015285890411
5	STANDING	20	TimeBodyAccelerometerJerkMagnitudeSTD	-0.938454372328767
5	STANDING	24	TimeBodyAccelerometerJerkMagnitudeSTD	-0.973108343043478
6	LAYING	1	TimeBodyAccelerometerJerkMagnitudeSTD	-0.9282456284
6	LAYING	3	TimeBodyAccelerometerJerkMagnitudeSTD	-0.976121297903226
6	LAYING	5	TimeBodyAccelerometerJerkMagnitudeSTD	-0.977477145384615
6	LAYING	6	TimeBodyAccelerometerJerkMagnitudeSTD	-0.950341934385965
6	LAYING	7	TimeBodyAccelerometerJerkMagnitudeSTD	-0.967310932307692
6	LAYING	8	TimeBodyAccelerometerJerkMagnitudeSTD	-0.962954517222222
6	LAYING	11	TimeBodyAccelerometerJerkMagnitudeSTD	-0.976504858596491
6	LAYING	14	TimeBodyAccelerometerJerkMagnitudeSTD	-0.966450909019608
6	LAYING	15	TimeBodyAccelerometerJerkMagnitudeSTD	-0.973644462777778
6	LAYING	16	TimeBodyAccelerometerJerkMagnitudeSTD	-0.987891003571429
6	LAYING	17	TimeBodyAccelerometerJerkMagnitudeSTD	-0.980126745352113
6	LAYING	19	TimeBodyAccelerometerJerkMagnitudeSTD	-0.980668287831326
6	LAYING	21	TimeBodyAccelerometerJerkMagnitudeSTD	-0.978552618777777
6	LAYING	22	TimeBodyAccelerometerJerkMagnitudeSTD	-0.959849821805556
6	LAYING	23	TimeBodyAccelerometerJerkMagnitudeSTD	-0.986685651527777
6	LAYING	25	TimeBodyAccelerometerJerkMagnitudeSTD	-0.961931605342466
6	LAYING	26	TimeBodyAccelerometerJerkMagnitudeSTD	-0.989101949473685
6	LAYING	27	TimeBodyAccelerometerJerkMagnitudeSTD	-0.988586771351351
6	LAYING	28	TimeBodyAccelerometerJerkMagnitudeSTD	-0.973312647875
6	LAYING	29	TimeBodyAccelerometerJerkMagnitudeSTD	-0.994646916811594
6	LAYING	30	TimeBodyAccelerometerJerkMagnitudeSTD	-0.969642290285714
6	LAYING	2	TimeBodyAccelerometerJerkMagnitudeSTD	-0.98551807625
